Automated translation fields,Subject,Spatial Representation Type,Collection Type,Update Frequency,ID,Jurisdiction,Keywords,Licence,Maintainer,Contact Email,Metadata Created,Metadata Modified,Name,Publisher - Organization Name at Publication,Organization,Formats,Date Published,Size,Download URL,Character Set,Language,Format,Related Record Type,Relationship Type,Resource Type,Data Includes URIs and Links,Access Restrictions,Spatial,Time Period Coverage End,Time Period Coverage Start,Title,Topic category,Portal Type,Publisher - Organization Section Name,Homepage,,
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,6b429c8e-ee5b-451a-883f-b6180ada9286,Federal,"EI,Employment Insurance,Machine Learning,random forest",Open Government Licence - Canada,-,open-ouvert@tbs-sct.gc.ca,2024-04-16T14:11:38.003Z,2024-11-21T03:06:25.784Z,6b429c8e-ee5b-451a-883f-b6180ada9286,Employment and Social Development Canada,Employment and Social Development Canada,"JSON,PDF",2024-04-15,"11,196,127,080,221,600","https://open.canada.ca/data/dataset/6b429c8e-ee5b-451a-883f-b6180ada9286/resource/19182fb2-ae7a-4775-a7c7-7b8c010d84b9/download/aia-results_json.json,https://open.canada.ca/data/dataset/6b429c8e-ee5b-451a-883f-b6180ada9286/resource/2694367e-babf-4d87-a852-827e4178141d/download/1-aia_ei_ml_workload_en.pdf,https://open.canada.ca/data/dataset/6b429c8e-ee5b-451a-883f-b6180ada9286/resource/4491b7b1-6b15-4398-87a3-59a3d34aef0a/download/1-aia_ei_ml_workload_fr.pdf",UTF-8,"English,French","JSON,PDF",-,-,Assessment - Risk Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment - Employment Insurance Machine Learning Workload,-,Open Information,-,-,,
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,Federal,"AIA,Algorithmic Impact Assessment,Artificial Intelligence,Automation,CIC,Citizenship and Immigration Canada,IA,IRCC,Immigration,Immigration Refugees and Citizenship Canada,Peer review,TRV,Temporary Resident Visa",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2022-01-21T16:11:05.488Z,2025-01-27T13:10:31.956Z,6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"-,100013,17734,89668","https://open.canada.ca/data/dataset/6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/resource/3ad57506-42ea-4916-8e5f-d06ea01e449b/download/peer-review-for-advanced-analytics-triage-of-overseas-temporary-resident-visa-applications-engli.pdf,https://open.canada.ca/data/dataset/6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/resource/7d98e1ba-7e23-4039-8ae2-950462ee9437/download/trv-aia-en-fr-results-24-may-2022.json,https://open.canada.ca/data/dataset/6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/resource/9f4dea84-e7ca-47ae-8b14-0fe2becfe6db/download/trv-aia-en-may-2022.pdf,https://open.canada.ca/data/dataset/6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/resource/ca92cbd9-948d-46ab-8c4a-095a5f053d58/download/trv-aia-fr-may-2022.pdf,https://open.canada.ca/data/dataset/6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/resource/fd27e884-4c14-4b9c-9b86-77d682b8557c/download/peer-review-for-advanced-analytics-triage-of-overseas-temporary-resident-visa-applications-frenc.pdf",-,"English,French,No linguistic content; Not applicable","JSON,PDF",-,-,"Assessment,Dataset",-,unrestricted,-,-,-,Algorithmic Impact Assessment - Advanced Analytics Triage of Overseas Temporary Resident Visa Applications,-,Open Information,-,-,,
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,71b309a0-efd2-4e85-8124-37e935c23aef,Federal,"AAST,AIA,Administrative Activities Support Tool,Administrative automation,Algorithmic Impact Assessment,Automation,IRCC,Immigration",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2025-03-28T13:20:46.480Z,2025-03-28T13:20:46.480Z,71b309a0-efd2-4e85-8124-37e935c23aef,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,-,"https://open.canada.ca/data/dataset/71b309a0-efd2-4e85-8124-37e935c23aef/resource/a426e30a-9ef5-4be6-a670-f42867462e86/download/annex-b-aast-aia-2025-01-28-fr.pdf.pdf,https://open.canada.ca/data/dataset/71b309a0-efd2-4e85-8124-37e935c23aef/resource/bc374086-5077-4b1f-93f0-37e6e2cb74c3/download/annex-a-aast-aia-2025-01-28-en.pdf.pdf,https://open.canada.ca/data/dataset/71b309a0-efd2-4e85-8124-37e935c23aef/resource/d3a87838-9a6f-4968-bfa1-163578e2412c/download/aia-results-resultats-de-leia-1.json",-,"English,French","JSON,PDF",-,-,Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment Results - Administrative Activities Support Tool,-,Open Information,-,-,,
-,Science and Technology,-,Algorithmic Impact Assessment,Not Planned,7612202f-1530-41ce-80c7-6e121f5fcadc,Federal,"AI,AIA,Algorithmic Impact Assessment,Artificial Intelligence,Audio,File,RCMP,Royal Canadian Mounted Police.,Transcription,Translation,Voice 2 Text",Open Government Licence - Canada,-,Christie.Sainsbury@rcmp-grc.gc.ca,2024-12-20T14:50:30.380Z,2024-12-23T16:50:23.560Z,7612202f-1530-41ce-80c7-6e121f5fcadc,Royal Canadian Mounted Police,Royal Canadian Mounted Police,PDF,2024-12-19,"7,148,875,769","https://open.canada.ca/data/dataset/7612202f-1530-41ce-80c7-6e121f5fcadc/resource/9d266f4d-41b6-4958-9d29-06b234aff468/download/voice2text_aia-fr.pdf,https://open.canada.ca/data/dataset/7612202f-1530-41ce-80c7-6e121f5fcadc/resource/f98eae5a-e3f2-472a-a20c-129fc060ccc9/download/voice2text_aia-en.pdf",-,"English,French",PDF,-,-,Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessments Results - Voice 2 Text application,-,Open Information,Specialized Software Development Unit (SSDU),https://rcmp.ca/en/specialized-policing-services,"Educators,Government,Non-governmental organizations",
-,Science and Technology,-,Algorithmic Impact Assessment,Not Planned,89898244-aaae-4591-ba9b-fe5cd81d5924,Federal,"AIA,Algorithmic Impact Assessment,Griffeye,Online Child Sexual Exploitation,RCMP,Royal Canadian Mounted Police",Open Government Licence - Canada,-,RCMP.ssistech-techsesnd.GRC@rcmp-grc.gc.ca,2024-03-26T20:18:59.556Z,2024-11-21T03:55:13.516Z,89898244-aaae-4591-ba9b-fe5cd81d5924,Royal Canadian Mounted Police,Royal Canadian Mounted Police,PDF,2024-03-26,"16,248,986,233","https://open.canada.ca/data/dataset/89898244-aaae-4591-ba9b-fe5cd81d5924/resource/66e755f6-db6d-495d-abc0-ae798f888e53/download/griffeye-aia_fre.pdf,https://open.canada.ca/data/dataset/89898244-aaae-4591-ba9b-fe5cd81d5924/resource/dd50ce04-3150-4f26-b8ab-0ad067489593/download/griffeye-aia-en.pdf",-,"English,French",PDF,-,-,Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment Results - Griffeye Tool,-,Open Information,Sensitive and Specialized Investigative Services (SSIS),https://www.rcmp-grc.gc.ca/en/online-child-sexual-exploitation,"Educators,Government,Non-governmental organizations",
-,Science and Technology,-,Algorithmic Impact Assessment,As Needed,9addf54a-7148-459f-b785-0e240414ef7f,Federal,"AIA,Algorithmic Impact Analysis,Mental Health Benefit",Open Government Licence - Canada,-,Daniel.Andrews@veterans.gc.ca,2022-12-09T18:38:40.068Z,2024-11-20T21:54:38.293Z,9addf54a-7148-459f-b785-0e240414ef7f,Veterans Affairs Canada,Veterans Affairs Canada,"JSON,PDF",-,"47,051,496,236,223","https://open.canada.ca/data/dataset/9addf54a-7148-459f-b785-0e240414ef7f/resource/4542a38b-49f4-4d1e-8aef-cc476a9053eb/download/mentalhealthbenefit-aia-fr.pdf,https://open.canada.ca/data/dataset/9addf54a-7148-459f-b785-0e240414ef7f/resource/5b9457eb-367a-42d6-b36c-68ab84a96ea7/download/vac-mentalhealthbenefits-aia.json,https://open.canada.ca/data/dataset/9addf54a-7148-459f-b785-0e240414ef7f/resource/a7f7e890-1ef9-4dd8-96b2-73c7bfa54f10/download/mentalhealthbenefit-aia-en.pdf",-,"English,French","JSON,PDF",-,-,"Assessment,Dataset",-,unrestricted,-,-,-,Algorithmic Impact Assessment Results - Mental Health Benefit,-,Open Information,Corporate Services,-,"General public,Government",Canada
-,Science and Technology,-,Algorithmic Impact Assessment,As Needed,aafdfbcd-1cdb-4913-84d5-a03df727680c,Federal,"AIA,Algorithmic Impact Analysis,Disability Benefit",Open Government Licence - Canada,-,Daniel.Andrews@veterans.gc.ca,2024-01-08T17:31:15.090Z,2024-11-21T03:58:26.433Z,aafdfbcd-1cdb-4913-84d5-a03df727680c,Veterans Affairs Canada,Veterans Affairs Canada,"JSON,PDF",2023-12-22,"33,555,725,561,240","https://open.canada.ca/data/dataset/aafdfbcd-1cdb-4913-84d5-a03df727680c/resource/d4ba1acb-f668-4f77-9139-5069b7fb4c98/download/aia-automation.json,https://open.canada.ca/data/dataset/aafdfbcd-1cdb-4913-84d5-a03df727680c/resource/d81de44b-1c77-48b9-9b40-d4ea452bc610/download/automation-aia-en.pdf,https://open.canada.ca/data/dataset/aafdfbcd-1cdb-4913-84d5-a03df727680c/resource/df0ad32c-f4bc-4e0c-9f6b-542730ed84c9/download/automation-aia-fr.pdf",-,"English,French","JSON,PDF",-,-,Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment Results - Automation Development to Support Disability Benefit Decision Making,-,Open Information,Corporate Services,-,"General public,Government",Canada
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,ad4be3b8-ac97-4dc1-8dd8-231239d018f2,Federal,"AIA,Algorithmic Impact Assessment,Automation,IRCC,Immigration,Private Sponsorship of Refugees Program",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2022-12-16T15:34:16.920Z,2024-11-22T14:57:07.318Z,ad4be3b8-ac97-4dc1-8dd8-231239d018f2,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"133,356,391,469,819","https://open.canada.ca/data/dataset/ad4be3b8-ac97-4dc1-8dd8-231239d018f2/resource/16bde709-7c2f-404f-8582-1650f899bdef/download/aia-fr-4.pdf,https://open.canada.ca/data/dataset/ad4be3b8-ac97-4dc1-8dd8-231239d018f2/resource/648c460b-e69b-4cdb-8aa9-f7264bdbd4fd/download/2.-f-01257746-annex-a-aia-en.pdf,https://open.canada.ca/data/dataset/ad4be3b8-ac97-4dc1-8dd8-231239d018f2/resource/e3611d08-f7bc-49c6-831d-b011e8ebad41/download/aia-results-2.json",-,"English,French","JSON,PDF",-,-,Tool,-,unrestricted,-,-,-,Algorithmic Impact Assessment - Automation Tools to Help Process Privately Sponsored Refugee Applications,-,Open Information,-,-,,
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,afc17416-3781-422d-a4a9-cc55e3a053c8,Federal,"AI,AIA,Artificial Intelligence",Open Government Licence - Canada,-,open-ouvert@tbs-sct.gc.ca,2021-10-27T18:32:00.545Z,2024-11-21T01:27:57.865Z,afc17416-3781-422d-a4a9-cc55e3a053c8,Public Health Agency of Canada,Public Health Agency of Canada,"JSON,PDF",-,"135,055,614,159,372","https://open.canada.ca/data/dataset/afc17416-3781-422d-a4a9-cc55e3a053c8/resource/31bde632-b0d6-4a41-95ea-604e680e2ec3/download/francais-arrivecan-2021-10-06v11.pdf,https://open.canada.ca/data/dataset/afc17416-3781-422d-a4a9-cc55e3a053c8/resource/540239d2-3703-4fed-9ac5-e7be84934d67/download/english-arrivecan-2021-10-06v11.pdf,https://open.canada.ca/data/dataset/afc17416-3781-422d-a4a9-cc55e3a053c8/resource/9a3dd6b0-3ea6-47ba-963b-87437b11280f/download/arrivecan-2021-10-06v11.json",-,"English,French","JSON,PDF",-,-,Assessment - Risk Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment - ArriveCAN Proof of Vaccination Recognition,-,Open Information,-,-,,
-,"Economics and Industry,Government and Politics",-,Algorithmic Impact Assessment,As Needed,b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,Federal,"Algorithmic Impact Assessment,Labour,TFW,TFWP,Temporary foreign worker program",Open Government Licence - Canada,-,open-ouvert@tbs-sct.gc.ca,2025-06-06T14:10:51.001Z,2025-06-06T14:10:51.001Z,b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,Employment and Social Development Canada,Employment and Social Development Canada,"JSON,PDF",-,"-,73639,83264","https://open.canada.ca/data/dataset/b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/resource/300a0d46-f5d5-4bfb-afef-68a6476daee0/download/tfwp_aia_en_0206_v3.pdf,https://open.canada.ca/data/dataset/b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/resource/324b202e-6160-43bd-a54f-7721b173c1f9/download/tfwp_opengovernmentportal_en.json,https://open.canada.ca/data/dataset/b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/resource/9e000e08-5a46-4bba-8cfa-69346fd8e165/download/tfwp_aia_fr_0206_v3.pdf,https://open.canada.ca/data/dataset/b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/resource/c73e91b6-804d-4dad-8f41-9fe3cf87bb9c/download/tfwp_opengovernmentportal_fr.json",-,"English,French","JSON,PDF",-,-,Assessment - Risk Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment - Temporary Foreign Worker Program Case Selection Algorithm,-,Open Information,-,-,,
-,Government and Politics,-,Algorithmic Impact Assessment,Continual,b4a417f7-5040-4328-9863-bb8bbb8568c3,Federal,"AIA,Algorithmic Impact Assessment,Automation,GBA Plus,GBA+,Gender-based Analysis Plus,IRCC,Immigration,International Experience Canada Work Permit Eligibility Model,Peer Review",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2023-11-07T13:31:33.002Z,2024-11-22T14:57:08.677Z,b4a417f7-5040-4328-9863-bb8bbb8568c3,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"10,028,101,010,291,000,000,000,000,000,000,000,000,000,000","https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/073492ef-c9a2-4e9c-b9f7-92f1140ce62e/download/iec-wp-eligibility-model-gba-plus-analysis-public-en-accessibility-check.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/60d4bb68-5756-4bb4-98ef-468103bec4bd/download/examen-par-les-pairs-du-modele-de-recevabilite-du-permis-de-travail-dexperience-internationale-c.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/93efa24b-3af9-49d3-b645-aad3700c8e42/download/aia-iec-applications-en.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/999f12d3-f362-47e2-80a8-e80c997c4369/download/iec-aia-results.json,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/9d487b79-fe1b-47fe-b7b6-01666a93126c/download/aia-iec-applications-fr.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/b11b3a60-841c-4fdb-b5fe-1689d1eed570/download/iec-wp-eligibility-model-gba-plus-analysis-public-fr-accessibility-check.pdf,https://open.canada.ca/data/dataset/b4a417f7-5040-4328-9863-bb8bbb8568c3/resource/e8f6ca6b-c2ca-42c7-97d8-394fe7663382/download/peer-review-of-the-international-experience-canada-work-permit-eligibility-model-executive-summa.pdf",-,"English,French","JSON,PDF","-,Open Information",-,"Assessment,Tool",-,unrestricted,-,-,-,International Experience Canada Work Permit Eligibility Model,-,Open Information,-,-,General public,
-,Government and Politics,-,Algorithmic Impact Assessment,Not Planned,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,Federal,"AIA,Algorithmic Impact Assessment,Automation,CUAET,Canada Ukraine Authorization for Emergency Travel,GBA Plus,GBA+,Gender-based Analysis Plus,IRCC,Immigration,Peer Review,Ukraine",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2023-01-11T13:27:26.349Z,2025-07-29T13:00:55.154Z,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"-,11432,62535,67553","https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/37f7ffe5-3a8a-49ab-9a7a-6fde6266703c/download/en_peer-review-of-the-automation-to-process-cuaet-tr-applications-executive-summary.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/713d86d6-4bda-4900-8f90-e15b4a534a8d/download/resume-de-lanalyse-comparative-entre-les-sexes-plus-processus-decisionnel-automatise-pour-les-de.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/7ec7d182-c020-49a5-a35c-9fbac7fa623f/download/f01253979-annex-b-aia-on-cuaet-automation-fr.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/880438b2-0c55-4ad3-98a5-9df8b9eb5496/download/gender-based-analysis-plus-summary-automate-the-review-of-non-complex-applications-for-temporary.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/d42a72a6-cd23-4a9b-a875-5654e22ed120/download/fr_peer-review-of-the-automation-to-process-cuaet-tr-applications-executive-summary.pdf,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/e5b61ba7-234a-41e0-8898-361841152bca/download/aia-on-cuaet-automation.json,https://open.canada.ca/data/dataset/b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resource/ec3f935c-2192-4ebd-b21b-4265a9d0e08a/download/f01253979-annex-a-aia-on-cuaet-automation-en.pdf",-,"English,French","JSON,PDF",-,-,Assessment,-,unrestricted,-,-,-,Automate the review of non-complex applications for Temporary Resident Visas and Work Permits made under the Canada-Ukraine Authorization for Emergency Travel (CUAET),-,Open Information,-,-,"Government,Immigrants",
-,Government and Politics,-,Algorithmic Impact Assessment,As Needed,c088f841-2d79-4c7e-9281-cc65cbae1b06,Federal,"AI,AIA,Advanced Analytics,Artificial Intelligence,Aviation,PACT,PLACI,Pre-load Air Cargo Targeting,Pre-loading Advance Cargo Information,TC,Transport,Transport Canada",Open Government Licence - Canada,-,-,2024-03-05T15:11:21.056Z,2025-12-04T20:01:20.852Z,c088f841-2d79-4c7e-9281-cc65cbae1b06,Transport Canada,Transport Canada,"JSON,PDF",-,"1,010,001,029,951,100,000,000,000,000","https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/67b0b587-107d-4c95-977c-e127fc7c527e/download/peer-review-assessment-report-summary_for-publication_tg_fr_final.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/895872b9-390d-42d9-a795-f9f4f79ff52a/download/pact-aia_en.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/acfe70cb-a602-495b-896e-7b51fbaf9e23/download/peer-review-assessment-report-summary_for-publication.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/e584032c-1011-470c-96fc-46612ae0aac3/download/pact-aia_fr.pdf,https://open.canada.ca/data/dataset/c088f841-2d79-4c7e-9281-cc65cbae1b06/resource/e861ce1d-60d4-4f10-8ba9-e16c7633aa32/download/aia-results_bilingual.json",-,"English,French,No linguistic content; Not applicable","JSON,PDF",-,-,"Assessment,Dataset",-,unrestricted,-,-,-,Algorithmic Impact Assessment – Pre-load Air Cargo Targeting,-,Open Information,-,-,,
-,"Form Descriptors,Government and Politics,Processes",-,Algorithmic Impact Assessment,As Needed,c839bedc-0d5f-4b02-98a7-671d1f60ac51,Federal,"Algorithmic Impact Assessment,CST,Claim Summary Tool,VAC,VAC Disability Benefit applications,Veterans Affairs Canada",Open Government Licence - Canada,-,cstprojectteam-ordiiequipedeprojet@veterans.gc.ca,2026-02-23T14:31:00.154Z,2026-02-23T14:31:00.294Z,c839bedc-0d5f-4b02-98a7-671d1f60ac51,Veterans Affairs Canada,Veterans Affairs Canada,PDF,2026-02-17,"276,244,319,667","https://open.canada.ca/data/dataset/c839bedc-0d5f-4b02-98a7-671d1f60ac51/resource/f7a72e34-b2ef-49fe-8f51-b423886f570d/download/algorithmic-impact-assessment-cst.pdf,https://open.canada.ca/data/dataset/c839bedc-0d5f-4b02-98a7-671d1f60ac51/resource/fbfc9ac7-1489-41e8-8172-f66bb2b674ce/download/resultats-de-levaluation-de-lincidence-algorithmique-ordii.pdf",-,"English,French",PDF,-,-,Assessment,-,unrestricted,-,-,2026-02-17 0:00,Algorithmic Impact Assessment - Claim Summary Tool (CST),-,Open Information,Service Delivery Branch,https://veterans.gc.ca/en/mental-and-physical-health/physical-health-and-wellness/compensation-illness-or-injury/disability-benefits/claim-summary-tool,"General public,Government,Veterans",Canada
-,"Government and Politics,Science and Technology",-,Algorithmic Impact Assessment,Not Planned,cea9985f-5e0f-425e-9b7e-e1d122272c56,Federal,"ATIP,Artificial Intelligence",Open Government Licence - Canada,-,open-ouvert@tbs-sct.gc.ca,2020-01-31T13:21:33.790Z,2024-11-23T02:42:05.586Z,cea9985f-5e0f-425e-9b7e-e1d122272c56,Treasury Board of Canada Secretariat,Treasury Board of Canada Secretariat,"CSV,JSON,PDF",-,"10,632,121,172,701,300,000,000,000,000,000,000,000,000,000,000,000,000,000","https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/1c69df96-52ac-4226-b144-a16d8fb20526/download/atip-digital-services-aia.json,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/2cf21c61-75b0-4324-b072-c0c3df71e6e6/download/services-numeriques-aiprp-eia-fr.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/51b5378f-1f1d-4a20-a7c8-4f313ae6c617/download/aors-aia-1.csv,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/5678a163-bfaa-4006-b655-75c5fe421d58/download/atip-digital-services-aia.json,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/57087e3d-26bb-42e6-8e8b-573f65a1fea0/download/atip-digital-services-aia-en.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/612bf087-68b3-4358-bff6-6e49746c89ec/download/atip-digital-services-aia.json,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/96a7cf6f-62e0-495d-9901-7493f2e7c157/download/atip-digital-services-aia-en.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/aa0e96d8-0432-4398-948d-6d52cb5f0472/download/en-data-dictionary-aia-aors.csv,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/ad75051c-c35a-42c4-b773-de170bb2bdc5/download/fr-data-dictionary-aia-aors.csv,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/cd4de168-628a-45b5-92e3-5cc2394cdf8e/download/services-numeriques-aiprp-eia-fr.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/d9879fa3-d2a4-42e2-81bc-b8e20c7d6752/download/services-numeriques-aiprp-eia-fr.pdf,https://open.canada.ca/data/dataset/cea9985f-5e0f-425e-9b7e-e1d122272c56/resource/e0c7180c-71b0-4251-8cd1-35ab477a54c0/download/atip-digital-services-aia-en.pdf","-,UTF-8","English,French","CSV,JSON,PDF",-,-,"Dataset,Guide,Report",-,unrestricted,-,-,-,Algorithmic Impact Assessment - ATIP Online Request Service,-,Open Information,Office of the Chief Information Officer,https://www.canada.ca/en/government/system/digital-government/digital-government-innovations/responsible-use-ai/algorithmic-impact-assessment.html,"General public,Government,Scientists",
-,"Education and Training,Government and Politics",-,Algorithmic Impact Assessment,As Needed,d24ae2dd-8399-4b49-8441-3e0318aaf69a,Federal,"Algorithmic Impact Assessment,Assessment,Canada Student Financial Assistance Program,Canada Student Grants and Loans,Repayment Assistance Plan",Open Government Licence - Canada,-,-,2025-05-16T17:31:02.910Z,2025-06-10T17:40:46.951Z,d24ae2dd-8399-4b49-8441-3e0318aaf69a,Employment and Social Development Canada,Employment and Social Development Canada,"JSON,PDF",-,"-,92680","https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/33806abe-0317-4338-a4f8-88091b0511d7/download/rap-evm_aia_en_2.pdf,https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/3de9108f-c504-402f-ac47-4fda7c0e1ed8/download/rap-evm_fr.json,https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/5acdc34d-7bbe-45a1-b57c-753ca5fd7b47/download/rap-evm_en.json,https://open.canada.ca/data/dataset/d24ae2dd-8399-4b49-8441-3e0318aaf69a/resource/95f5d608-487e-48db-9a5b-2721056e84ee/download/rap_evm_aia_fr.pdf",-,"English,French","JSON,PDF",-,-,Assessment - Risk Assessment,-,unrestricted,-,-,-,Algorithmic Impact Assessment - Repayment Assistance Plan – Enhanced Verification Model,-,Open Information,-,-,,
-,Government and Politics,-,Algorithmic Impact Assessment,Not Planned,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,Federal,"AIA,Algorithmic Impact Assessment,Automation,IRCC,Immigration,Spouse or Common-Law Partner in Canada Advanced Analytics Project",Open Government Licence - Canada,-,IRCC.Open-Ouvert.IRCC@cic.gc.ca,2021-08-05T12:11:25.386Z,2024-11-22T14:57:07.715Z,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada","JSON,PDF",-,"648,771,638,359,490,000","https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/3939ee8f-c9c6-4d5e-9489-eae92a8b06d4/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-english.json,https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/40ee2562-0500-422e-a81b-6d786bd41408/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-french.pdf,https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/ca27b27e-77fd-465d-9718-f968e77c9912/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-french.json,https://open.canada.ca/data/dataset/d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/resource/e523687a-d1d0-46fc-8fbe-d0768e209275/download/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-english.pdf","-,UTF-8","English,French","JSON,PDF",-,-,"Assessment,Dataset",-,unrestricted,-,-,-,Algorithmic Impact Assessment - Spouse or Common-Law Partner in Canada Advanced Analytics,-,Open Information,-,-,"Government,Immigrants",
